TF	TF_uniprot	Target	Target_uniprot	Mode of Regulation	References (PMID)
SP1	P08047	LTF	P02788	Unknown	10845904
SP1	P08047	LYZ	P61626	Unknown	15504356
SP1	P08047	MACROD1	Q9BQ69	Activation	18206366
SP1	P08047	MAOB	P27338	Unknown	11259630;20980443
SP1	P08047	MAT2A	P31153	Activation	11427482
SP1	P08047	MAT2A	P31153	Unknown	11124935
SP1	P08047	MAT2B	Q9NZL9	Activation	11337507
SP1	P08047	MCTS1	Q9ULC4	Unknown	12938157
SP1	P08047	MDM2	Q00987	Activation	15550242;17214373;17634539
SP1	P08047	MDM2	Q00987	Unknown	18026875;23584477
SP1	P08047	ME1	P48163	Unknown	9872397
SP1	P08047	MET	P08581	Activation	11910354;21831840
SP1	P08047	MET	P08581	Repression	21831840
SP1	P08047	MGMT	P16455	Unknown	22675172
SP1	P08047	MICA	Q29983	Activation	19139882
SP1	P08047	MICB	Q29980	Activation	19139882
SP1	P08047	MICB	Q29980	Unknown	23527639
SP1	P08047	MIF	P14174	Activation	18034423
SP1	P08047	MME	P08473	Unknown	14510963
SP1	P08047	MMP11	P24347	Activation	22227581
SP1	P08047	MMP14	P50281	Activation	15592504
SP1	P08047	MMP14	P50281	Unknown	10721699;17534446
SP1	P08047	MMP2	P08253	Activation	21469139
SP1	P08047	MMP2	P08253	Unknown	10506168;15317818;19853299;21045016
SP1	P08047	MMP28	Q9H239	Unknown	11574168
SP1	P08047	MMP9	P14780	Activation	19616522;21963718
SP1	P08047	MMP9	P14780	Unknown	11060311;18357389;7860222
SP1	P08047	MMRN1	Q13201	Activation	15631312
SP1	P08047	MNDA	P41218	Unknown	8809111
SP1	P08047	MPG	P29372	Unknown	10563836
SP1	P08047	MPO	P05164	Activation	17521322;8662930
SP1	P08047	MPO	P05164	Unknown	12057865
SP1	P08047	MTA1	Q13330	Activation	21555589
SP1	P08047	MUC2	Q02817	Activation	12077147
SP1	P08047	MUC2	Q02817	Unknown	11212251
SP1	P08047	MUC4	Q99102	Unknown	11418607
SP1	P08047	MUC5AC	P98088	Activation	12077147
SP1	P08047	MUC6	Q6W4X9	Activation	15979574
SP1	P08047	MYBL1	P10243	Unknown	10951586
SP1	P08047	MYBL2	P10244	Unknown	15922873
SP1	P08047	MYC	P01106	Unknown	2057364;8355712
SP1	P08047	MYCN	P04198	Activation	14567977
SP1	P08047	MYCN	P04198	Repression	21123453
SP1	P08047	MYCN	P04198	Unknown	22815527
SP1	P08047	NDUFV1	P49821	Activation	17786189
SP1	P08047	NDUFV2	P19404	Activation	17786189
SP1	P08047	NF1	P21359	Unknown	10435592;14647436
SP1	P08047	NFKB1	P19838	Activation	20538607;9151857
SP1	P08047	NFKB2	Q00653	Unknown	7541912
SP1	P08047	NKX2-1	P43699	Unknown	10684967
SP1	P08047	NOL7	Q9UMY1	Unknown	20206243
SP1	P08047	NOS1	P29475	Unknown	12237165
SP1	P08047	NOS3	P29474	Activation	10713142;12270858;18624763
SP1	P08047	NOS3	P29474	Unknown	15722551
SP1	P08047	NPY	P01303	Unknown	2376581
SP1	P08047	NQO2	P16083	Unknown	11154737;15451063
SP1	P08047	NR4A1	P22736	Unknown	8961265
SP1	P08047	NR5A1	Q13285	Unknown	9013759
SP1	P08047	NT5E	P21589	Unknown	10428853
SP1	P08047	OAT	P04181	Unknown	2373169
SP1	P08047	ODC1	P11926	Unknown	10448078;8132514
SP1	P08047	OPRM1	P35372	Activation	11675004
SP1	P08047	OPRM1	P35372	Unknown	17990281
SP1	P08047	OXTR	P30559	Unknown	22030357
SP1	P08047	P2RX4	Q99571	Repression	11299224
SP1	P08047	P4HA1	P13674	Activation	21829524
SP1	P08047	PADI1	Q9ULC6	Activation	17851584
SP1	P08047	PADI3	Q9ULW8	Unknown	16671893
SP1	P08047	PAX6	P26367	Unknown	11574690
SP1	P08047	PCK1	P35558	Activation	14744869
SP1	P08047	PDE6A	P16499	Unknown	9770645
SP1	P08047	PDE6B	P35913	Unknown	11438531
SP1	P08047	PDGFB	P01127	Unknown	22415074
SP1	P08047	PDGFC	Q9NRA1	Unknown	15247255
SP1	P08047	PDHA1	P08559	Unknown	8476854
SP1	P08047	PDIA2	Q13087	Activation	8503862
SP1	P08047	PELO	Q9BRX2	Unknown	17669516
SP1	P08047	PGLYRP2	Q96PD5	Unknown	16714290
SP1	P08047	PGR	P06401	Activation	10894148
SP1	P08047	PHGDH	O43175	Activation	18378410
SP1	P08047	PLAA	Q9Y263	Unknown	18291623
SP1	P08047	PLAC1	Q9HBJ0	Unknown	19652226
SP1	P08047	PLAT	P00750	Unknown	21437359;9851700
SP1	P08047	PLAU	P00749	Unknown	10361124
SP1	P08047	PLAUR	Q03405	Activation	14660675
SP1	P08047	PLAUR	Q03405	Unknown	11234878;16261846;17317820
SP1	P08047	PNOC	Q13519	Unknown	12062800
SP1	P08047	POLD1	P28340	Unknown	11375983
SP1	P08047	POLD2	P49005	Unknown	10978529
SP1	P08047	POLE2	P56282	Unknown	11433027
SP1	P08047	PON1	P27169	Activation	15380450
SP1	P08047	POR	P16435	Activation	8660656
SP1	P08047	POR	P16435	Repression	8660656
SP1	P08047	POR	P16435	Unknown	10864447;21900384
SP1	P08047	PPL	O60437	Activation	19583808
SP1	P08047	PPP2R2B	Q00005	Activation	20533062
SP1	P08047	PRKCE	Q02156	Repression	24825907
SP1	P08047	PRM1	P04553	Activation	18721868
SP1	P08047	PRNP	PRNP	Activation	18990686
SP1	P08047	PRNP	PRNP	Unknown	23131565
SP1	P08047	PRSS50	Q9UI38	Activation	18462069
SP1	P08047	PSEN1	P49768	Unknown	10446206
SP1	P08047	PSIP1	O75475	Unknown	22019592;23386123
SP1	P08047	PTEN	P60484	Unknown	22030357
SP1	P08047	PTGES	O14684	Unknown	20688046
SP1	P08047	PTGIR	P43119	Activation	19118563
SP1	P08047	PTGS2	P35354	Activation	15767339
SP1	P08047	PTGS2	P35354	Repression	15767339
SP1	P08047	PTHLH	P12272	Activation	8063775
SP1	P08047	PTK6	Q13882	Unknown	11997104
SP1	P08047	PTN	P21246	Unknown	10962555
SP1	P08047	PTTG1	O95997	Activation	18339849
SP1	P08047	PTTG1	O95997	Unknown	14644503
SP1	P08047	RARA	P10276	Activation	9626663
SP1	P08047	RASSF1	Q9NS23	Activation	19450668
SP1	P08047	RECK	O95980	Activation	17828469
SP1	P08047	RECK	O95980	Unknown	16377629
SP1	P08047	RECQL4	O94761	Activation	15674334
SP1	P08047	RECQL4	O94761	Unknown	10552928
SP1	P08047	RELA	Q04206	Activation	20538607;11964305;9151857
SP1	P08047	RELA	Q04206	Unknown	8450395
SP1	P08047	RETN	Q9HD89	Activation	20360975
SP1	P08047	RGN	Q15493	Repression	21526343
SP1	P08047	RORA	P35398	Activation	14742449
SP1	P08047	RPS3A	P61247	Unknown	12463423
SP1	P08047	SCNN1B	P51168	Unknown	11934701
SP1	P08047	SCT	P09683	Unknown	15118068
SP1	P08047	SCTR	P47872	Unknown	14645499
SP1	P08047	SERPINB5	P36952	Activation	17376297
SP1	P08047	SERPINE1	P05121	Activation	15039136
SP1	P08047	SERPINE1	P05121	Unknown	10880342;11251188
SP1	P08047	SGPL1	O95470	Unknown	21184844
SP1	P08047	SIGIRR	Q6IA17	Activation	21077278
SP1	P08047	SIRT1	Q96EB6	Unknown	23843607
SP1	P08047	SKP2	Q13309	Activation	19329185
SP1	P08047	SKP2	Q13309	Unknown	16969077
SP1	P08047	SLC13A4	Q9UKG4	Unknown	23485456
SP1	P08047	SLC15A1	P46059	Unknown	16616718
SP1	P08047	SLC19A1	P41440	Activation	15652157
SP1	P08047	SLC19A2	O60779	Unknown	24525018
SP1	P08047	SLC19A3	Q9BZV2	Activation	15217784
SP1	P08047	SLC19A3	Q9BZV2	Unknown	23989004;24525018
SP1	P08047	SLC25A20	O43772	Unknown	21130740
SP1	P08047	SLC29A1	Q99808	Repression	18064606
SP1	P08047	SLC31A1	O15431	Unknown	20159940
SP1	P08047	SLC39A1	Q9NY26	Unknown	19026724
SP1	P08047	SLC39A8	Q9C0K1	Activation	18556457
SP1	P08047	SLC3A2	P08195	Unknown	17023546
SP1	P08047	SLC4A2	P04920	Unknown	23121767
SP1	P08047	SLC5A8	Q8N695	Activation	20082847
SP1	P08047	SLC7A5	Q01650	Unknown	17023546
SP1	P08047	SLC9A2	Q9UBY0	Unknown	11254504;17561809
SP1	P08047	SMARCA1	P28370	Unknown	18243132
SP1	P08047	SMPD1	P17405	Activation	10224156
SP1	P08047	SNAP25	P60880	Unknown	18194215
SP1	P08047	SNAPC1	Q16533	Unknown	9644240
SP1	P08047	SNRPN	P63162	Unknown	16116039
SP1	P08047	SOCS1	O15524	Activation	20644166
SP1	P08047	SOD1	P00441	Activation	8921911;9867871
SP1	P08047	SOD1	P00441	Repression	11724400
SP1	P08047	SOD2	P04179	Repression	11853549
SP1	P08047	SOD2	P04179	Unknown	18779124;23500038
SP1	P08047	SOX3	P41225	Unknown	15656994
SP1	P08047	SOX9	P48436	Activation	17289023
SP1	P08047	SP3	Q02447	Activation	16024108
SP1	P08047	SPN	P16150	Activation	8055899
SP1	P08047	SPP1	P10451	Unknown	11126367
SP1	P08047	SPRY2	O43597	Unknown	14644509
SP1	P08047	SQSTM1	Q13501	Unknown	9762895
SP1	P08047	SRC	P12931	Unknown	19112177
SP1	P08047	SREBF1	P36956	Activation	20179320
SP1	P08047	SREBF1	P36956	Unknown	15462672
SP1	P08047	SRY	Q05066	Unknown	9582429
SP1	P08047	ST6GAL1	P15907	Unknown	10814704
SP1	P08047	STAR	P49675	Unknown	11111087;15129808
SP1	P08047	STARD3	Q14849	Activation	12802284
SP1	P08047	STK11	Q15831	Unknown	22412893;23995788
SP1	P08047	SYP	P08247	Unknown	12492469
SP1	P08047	TAF7	Q15545	Activation	12364593
SP1	P08047	TAF7	Q15545	Unknown	11340078
SP1	P08047	TBX21	Q9UL17	Unknown	17075044
SP1	P08047	TBXA2R	P21731	Unknown	18698092
SP1	P08047	TCN2	P20062	Unknown	9774437
SP1	P08047	TERF2	Q15554	Activation	19783902
SP1	P08047	TERT	O14746	Activation	18754863;21132266;21553143
SP1	P08047	TERT	O14746	Unknown	10637317;14611815;18093727;19843528;19912441
SP1	P08047	TF	P02787	Unknown	8548503
SP1	P08047	TFPI2	P48307	Unknown	12446683
SP1	P08047	TGFA	P01135	Unknown	10828826
SP1	P08047	TGFB1	P01137	Activation	9580699
SP1	P08047	TGFB1	P01137	Unknown	22415074;2808430
SP1	P08047	TGFBR2	P37173	Unknown	10982796;11687969
SP1	P08047	TGM4	P49221	Unknown	10580145
SP1	P08047	TH	P07101	Unknown	20124442
SP1	P08047	THBD	P07204	Activation	22406829
SP1	P08047	THBD	P07204	Unknown	11036068
SP1	P08047	TICAM1	Q8IUC6	Repression	14960149
SP1	P08047	TIMP1	P01033	Activation	11830330
SP1	P08047	TIMP1	P01033	Unknown	15048879;22415074
SP1	P08047	TIMP2	P16035	Unknown	10764764
SP1	P08047	TIMP3	P35625	Activation	15468069
SP1	P08047	TIMP3	P35625	Unknown	20056610
SP1	P08047	TINF2	Q9BSI4	Unknown	9399940
SP1	P08047	TK1	P04183	Activation	10502302
SP1	P08047	TLR2	O60603	Activation	18423053
SP1	P08047	TLR2	O60603	Unknown	18583567
SP1	P08047	TMPO	TMPO	Activation	19747485
SP1	P08047	TNC	P24821	Activation	15001984
SP1	P08047	TNC	P24821	Unknown	10618716;16245312
SP1	P08047	TNF	P01375	Activation	10688670;10913190
SP1	P08047	TNF	P01375	Repression	12759366
SP1	P08047	TNFRSF10B	O14763	Activation	20515942
SP1	P08047	TNFRSF10B	O14763	Unknown	18097593;20354117
SP1	P08047	TNFSF10	P50591	Repression	21603612
SP1	P08047	TNFSF14	O43557	Activation	12215452
SP1	P08047	TNNI3	P19429	Unknown	10652194
SP1	P08047	TPMT	P51580	Unknown	20350137
SP1	P08047	TYMP	P19971	Unknown	17805539
SP1	P08047	TYMS	P04818	Unknown	10875244;9218479
SP1	P08047	UBC	P0CG48	Unknown	19733223
SP1	P08047	UGCG	Q16739	Activation	15342415
SP1	P08047	UGDH	O60701	Activation	16002992
SP1	P08047	UGDH	O60701	Unknown	12682078
SP1	P08047	UGT1A4	P22310	Activation	19546240
SP1	P08047	UGT2B15	P54855	Unknown	20070244
SP1	P08047	USP7	Q93009	Unknown	7642633
SP1	P08047	UTRN	P46939	Activation	11237613
SP1	P08047	VAMP2	P63027	Activation	8774732
SP1	P08047	VDR	P11473	Unknown	15664452
SP1	P08047	VEGFA	P15692	Activation	10581162;12429844;15217947;15342781;16540671;16982770;21115498
SP1	P08047	VEGFA	P15692	Repression	11559575
SP1	P08047	VEGFA	P15692	Unknown	10816575;11731421;12560084;14647449;18575762;23369005;8910439
SP1	P08047	VIM	P08670	Activation	12771217
SP1	P08047	WAS	P42768	Unknown	10066431
SP1	P08047	WIF1	Q9Y5W5	Repression	18701434
SP1	P08047	WRN	Q14191	Unknown	11896071
SP1	P08047	WT1	P19544	Activation	18064385
SP1	P08047	XIAP	P98170	Activation	17121920
SP1	P08047	XPC	Q01831	Unknown	19934262;21507255
SP1	P08047	YY1	P25490	Activation	22553354
SP100	P23497	ETS1	P14921	Repression	15247905
SP2	Q02086	CD14	P08571	Unknown	11698458
SP2	Q02086	CEACAM1	P13688	Repression	15126343
SP2	Q02086	DNMT3A	Q9Y6K1	Activation	15362956
SP2	Q02086	DNMT3B	Q9UBC3	Activation	15362956
SP2	Q02086	HSD17B2	P37059	Repression	18270252
SP2	Q02086	MAT2A	P31153	Unknown	11124935
SP2	Q02086	MMP9	P14780	Repression	17071613
SP2	Q02086	PAPSS2	O95340	Unknown	11931653
SP2	Q02086	TRA		Unknown	1341900
SP3	Q02447	ABCA1	O95477	Repression	15922656
SP3	Q02447	ABCA1	O95477	Unknown	10884428
SP3	Q02447	ACE	P12821	Unknown	14679188
SP3	Q02447	AGTR1	P30556	Unknown	15507319
SP3	Q02447	ALOX12	P18054	Activation	9164849
SP3	Q02447	ALPL	P05186	Activation	11073119
SP3	Q02447	ATP2A2	P16615	Unknown	14613864
SP3	Q02447	BIRC5	O15392	Unknown	22334592
SP3	Q02447	BPI	P17213	Unknown	14623259
SP3	Q02447	BSG	P35613	Activation	11814679
SP3	Q02447	BTK	Q06187	Unknown	10362515
SP3	Q02447	CA9	Q16790	Unknown	12615703
SP3	Q02447	CBS	P35520	Unknown	11415440
SP3	Q02447	CCND1	P24385	Unknown	22334592
SP3	Q02447	CD14	P08571	Unknown	11698458
SP3	Q02447	CD2AP	Q9Y5K6	Activation	21604172
SP3	Q02447	CD83	Q01151	Unknown	12182451
SP3	Q02447	ADGRE5	P48960	Activation	18329191
SP3	Q02447	CDH2	P19022	Unknown	15541732
SP3	Q02447	CDKN1A	P38936	Activation	12434298
SP3	Q02447	CDKN1A	P38936	Repression	12773551
SP3	Q02447	CDKN1A	P38936	Unknown	10485470;10649433
SP3	Q02447	CDKN2A	CDKN2A	Unknown	10649433;17370299
SP3	Q02447	CDKN2B	P42772	Unknown	10649433;7592908
SP3	Q02447	CENPH	Q9H3R5	Activation	22682030
SP3	Q02447	CETP	P11597	Repression	10669650
SP3	Q02447	CETP	P11597	Unknown	12730302
SP3	Q02447	CFTR	P13569	Unknown	16877677
SP3	Q02447	CHRNB4	P30926	Unknown	10771000
SP3	Q02447	COL11A2	P13942	Activation	16734381
SP3	Q02447	COL1A1	P02452	Unknown	10082137
SP3	Q02447	COL2A1	P02458	Activation	12888570
SP3	Q02447	COL2A1	P02458	Repression	18065760
SP3	Q02447	CTSB	P07858	Unknown	10701774
SP3	Q02447	CTSL	P07711	Activation	11742542
SP3	Q02447	CYP17A1	P05093	Unknown	11463853
SP3	Q02447	CYP27A1	Q02318	Activation	11867220
SP3	Q02447	CYP2F1	P24903	Unknown	15860659
SP3	Q02447	CYP3A5	P20815	Unknown	11485307
SP3	Q02447	CYP3A7	P24462	Unknown	11495920
SP3	Q02447	CYP46A1	Q9Y6A2	Unknown	20930312
SP3	Q02447	DMRT1	Q9Y5R6	Unknown	11870074
SP3	Q02447	DNASE2	O00115	Activation	12694199
SP3	Q02447	DNMT3A	Q9Y6K1	Unknown	15362956
SP3	Q02447	DNMT3B	Q9UBC3	Unknown	15362956
SP3	Q02447	EAPP	Q56P03	Repression	18588995
SP3	Q02447	ERBB2	P04626	Activation	22553354
SP3	Q02447	ETF1	P62495	Repression	14563555
SP3	Q02447	F2R	P25116	Unknown	9494121
SP3	Q02447	FBLN1	P23142	Unknown	11829738
SP3	Q02447	FBP1	P09467	Unknown	11023824
SP3	Q02447	FGFR3	P22607	Unknown	22334592
SP3	Q02447	FOXP3	Q9BZS1	Repression	20462637
SP3	Q02447	GDF5	P43026	Unknown	24861163
SP3	Q02447	GIPR	P48546	Unknown	16087722
SP3	Q02447	HBEGF	Q99075	Activation	22641673
SP3	Q02447	HDAC4	P56524	Activation	16280357
SP3	Q02447	HGF	P14210	Activation	9223667
SP3	Q02447	HMGA2	P52926	Unknown	11802722
SP3	Q02447	HOXB7	P09629	Unknown	12697323
SP3	Q02447	HSD17B2	P37059	Activation	16807381;18270252
SP3	Q02447	ID4	P47928	Repression	9516472
SP3	Q02447	IGFBP1	P08833	Unknown	8776721
SP3	Q02447	IGFBP3	P17936	Activation	12200149
SP3	Q02447	IGFBP4	P22692	Unknown	14767471
SP3	Q02447	ITGA2	P17301	Unknown	11238113
SP3	Q02447	ITGAD	Q13349	Activation	10722744
SP3	Q02447	ITGAV	P06756	Unknown	12136940
SP3	Q02447	KDR	P35968	Activation	16574784
SP3	Q02447	KDR	P35968	Repression	16678129
SP3	Q02447	KLK3	P07288	Activation	15708372
SP3	Q02447	LAMA1	P25391	Unknown	17141338
SP3	Q02447	LCAT	P04180	Unknown	9610763
SP3	Q02447	CNMD	O75829	Activation	15107420
SP3	Q02447	LOR	P23490	Repression	12200429
SP3	Q02447	LPL	P06858	Activation	9788252
SP3	Q02447	LPL	P06858	Unknown	18793716
SP3	Q02447	LTC4S	Q16873	Unknown	10919991
SP3	Q02447	MAOB	P27338	Unknown	11259630
SP3	Q02447	MAT2A	P31153	Unknown	11124935
SP3	Q02447	MICB	Q29980	Unknown	23527639
SP3	Q02447	MMP2	P08253	Unknown	15317818
SP3	Q02447	MSH6	P52701	Activation	14585961
SP3	Q02447	MUC2	Q02817	Unknown	11212251
SP3	Q02447	MUC4	Q99102	Unknown	11418607
SP3	Q02447	MUC6	Q6W4X9	Activation	15979574
SP3	Q02447	MYCN	P04198	Activation	14567977
SP3	Q02447	NFKB1	P19838	Activation	20538607
SP3	Q02447	NKX2-1	P43699	Unknown	10684967
SP3	Q02447	NOS3	P29474	Activation	14555463
SP3	Q02447	NOX4	Q9NPH5	Activation	21235713
SP3	Q02447	OPRM1	P35372	Activation	11675004
SP3	Q02447	PADI1	Q9ULC6	Activation	17851584
SP3	Q02447	PADI3	Q9ULW8	Unknown	16671893
SP3	Q02447	PLAT	P00750	Unknown	21437359
SP3	Q02447	PLAUR	Q03405	Unknown	16261846
SP3	Q02447	RASSF1	Q9NS23	Activation	19450668
SP3	Q02447	RECK	O95980	Unknown	16377629
SP3	Q02447	RELA	Q04206	Activation	20538607
SP3	Q02447	RORA	P35398	Activation	14742449
SP3	Q02447	SCT	P09683	Unknown	15118068
SP3	Q02447	SCTR	P47872	Unknown	14645499
SP3	Q02447	SLC19A3	Q9BZV2	Activation	15217784
SP3	Q02447	SLC1A3	P43003	Unknown	14713304
SP3	Q02447	SLC9A2	Q9UBY0	Unknown	17561809
SP3	Q02447	SOCS3	O14543	Unknown	10570957
SP3	Q02447	SOX18	P35713	Repression	18496767
SP3	Q02447	TCN2	P20062	Unknown	9774437
SP3	Q02447	TFF1	P04155	Activation	18543253
SP3	Q02447	TFF2	Q03403	Repression	23000412
SP3	Q02447	TGM4	P49221	Unknown	10580145
SP3	Q02447	TIMP1	P01033	Unknown	11830330
SP3	Q02447	TIMP2	P16035	Unknown	10764764
SP3	Q02447	TPMT	P51580	Unknown	20350137
SP3	Q02447	TRA		Unknown	1341900
SP3	Q02447	TYMP	P19971	Unknown	17805539
SP3	Q02447	UBC	P0CG48	Unknown	19733223
SP3	Q02447	UTRN	P46939	Activation	11237613
SP3	Q02447	VEGFA	P15692	Unknown	10816575;14647449
SP3	Q02447	YY1	P25490	Activation	22553354
SP4	Q02446	ASS1	P00966	Activation	19934275
SP4	Q02446	BIRC5	O15392	Unknown	22334592
SP4	Q02446	CCND1	P24385	Unknown	22334592
SP4	Q02446	ERBB2	P04626	Activation	22553354
SP4	Q02446	FGFR3	P22607	Unknown	22334592
SP4	Q02446	KDR	P35968	Activation	16574784
SP4	Q02446	KDR	P35968	Repression	16678129
SP4	Q02446	MAOB	P27338	Activation	11259630
SP4	Q02446	NFKB1	P19838	Activation	20538607
SP4	Q02446	PDE6B	P35913	Unknown	11438531
SP4	Q02446	RELA	Q04206	Activation	20538607
SP4	Q02446	YY1	P25490	Activation	22553354
SP7	Q8TDD2	COL11A2	P13942	Activation	16734381
SPDEF	O95238	AGR2	O95994	Activation	19786015
SPDEF	O95238	CDH1	P12830	Activation	23449978
SPDEF	O95238	KLK3	P07288	Unknown	16237704;17483333
SPDEF	O95238	MMP9	P14780	Repression	20550708;22761428
SPDEF	O95238	MUC2	Q02817	Activation	19786015
SPDEF	O95238	PLAUR	Q03405	Repression	12907642
SPDEF	O95238	RETNLB	Q9BQ08	Activation	19786015
SPDEF	O95238	SERPINB5	P36952	Activation	12907642
SPDEF	O95238	SPINK4	O60575	Activation	19786015
SPDEF	O95238	SQSTM1	Q13501	Activation	12700667
SPEN	Q96T58	DMPK	Q09013	Activation	21637295
SPEN	Q96T58	NCOR2	Q9Y618	Unknown	11331609
SPI1	P17947	ACP5	P13686	Activation	11481336
SPI1	P17947	ALOX15	P16050	Activation	16320347
SPI1	P17947	BCL6	P41182	Repression	19564417
SPI1	P17947	BPI	P17213	Unknown	14623259
SPI1	P17947	BTK	Q06187	Unknown	10362515
SPI1	P17947	CCL2	P13500	Activation	24429361
SPI1	P17947	CCL5	P13501	Unknown	10760799
SPI1	P17947	CD163	Q86VB7	Unknown	10725797
SPI1	P17947	CD22	P20273	Unknown	15892171
SPI1	P17947	CD40	P25942	Activation	10823830
SPI1	P17947	CD68	P34810	Repression	12676954
SPI1	P17947	CLEC4G	Q6UXB4	Activation	19111020
SPI1	P17947	CSF1	P09603	Unknown	9632776
SPI1	P17947	CSF2RA	P15509	Unknown	7565736
SPI1	P17947	CSF3R	Q99062	Activation	7964503
SPI1	P17947	CSF3R	Q99062	Unknown	10453008
SPI1	P17947	CTSG	P08311	Unknown	16019164
SPI1	P17947	CTSK	P43235	Unknown	15304486
SPI1	P17947	CTSS	P25774	Activation	16365419
SPI1	P17947	CXCR1	P25024	Activation	9867862
SPI1	P17947	CYBB	P04839	Activation	9593745
SPI1	P17947	CYBB	P04839	Unknown	10233904
SPI1	P17947	DAPK2	Q9UIK4	Unknown	24038216
SPI1	P17947	ELANE	P08246	Unknown	14732495;16247445
SPI1	P17947	ERAP2	Q6P179	Unknown	15691326
SPI1	P17947	FCER1A	P12319	Activation	11971001
SPI1	P17947	FCER1A	P12319	Unknown	24639354
SPI1	P17947	FCGR1A	P12314	Unknown	10820245;14734612
SPI1	P17947	FES	P07332	Unknown	7624145;8657143
SPI1	P17947	FLI1	Q01543	Unknown	10523830
SPI1	P17947	GATA1	P15976	Activation	20304827
SPI1	P17947	GATA1	P15976	Unknown	11001896
SPI1	P17947	HCK	P08631	Unknown	21993313
SPI1	P17947	IFIT3	O14879	Activation	21176776
SPI1	P17947	JCHAIN	P01591	Unknown	8406004
SPI1	P17947	IL12B	P29460	Unknown	11254706
SPI1	P17947	IL18	Q14116	Unknown	14991611
SPI1	P17947	IL1B	P01584	Activation	17386941
SPI1	P17947	IL1B	P01584	Unknown	10801783
SPI1	P17947	IL5	P05113	Activation	19487701
SPI1	P17947	ITGA2B	P08514	Unknown	9305885
SPI1	P17947	ITGAM	P11215	Activation	15163413;8095266;9295016
SPI1	P17947	ITGAX	P20702	Repression	9295016
SPI1	P17947	ITGAX	P20702	Unknown	7678251
SPI1	P17947	ITGB2	P05107	Activation	9295016
SPI1	P17947	ITGB2	P05107	Unknown	8670251
SPI1	P17947	MACROD1	Q9BQ69	Repression	19698236
SPI1	P17947	MAPK1	P28482	Repression	22075620
SPI1	P17947	MME	P08473	Unknown	15892171
SPI1	P17947	MNDA	P41218	Unknown	8809111
SPI1	P17947	MS4A1	P11836	Unknown	11226004;15892171;19769942
SPI1	P17947	MSR1	P21757	Unknown	7777517
SPI1	P17947	NCF2	P19878	Activation	10570299
SPI1	P17947	NCF2	P19878	Unknown	20025940
SPI1	P17947	NSFL1C	Q9UNZ2	Unknown	10542290
SPI1	P17947	P2RY10	O00398	Unknown	10567398
SPI1	P17947	PARG	Q86W56	Repression	19076642
SPI1	P17947	PEBP1	P30086	Activation	9334192
SPI1	P17947	PRG2	P13727	Activation	12202480
SPI1	P17947	PRTN3	P24158	Unknown	10677505
SPI1	P17947	PTGIR	P43119	Activation	19118563
SPI1	P17947	RNASE2	P10153	Activation	9490699
SPI1	P17947	SCARB1	Q8WTV0	Unknown	8007948
SPI1	P17947	SCARB2	Q14108	Unknown	8007948
SPI1	P17947	STAT3	P40763	Unknown	24429361
SPI1	P17947	TLR4	O00206	Activation	16785240;20956019
SPI1	P17947	TLR4	O00206	Unknown	10734131
SPI1	P17947	TNF	P01375	Unknown	10748079
SPI1	P17947	TNFRSF11A	Q9Y6Q6	Unknown	16083856
SPI1	P17947	WAS	P42768	Unknown	10066431
SPI1	P17947	ZNF300	Q96RE9	Unknown	20471086
SPIB	Q01892	CD40	P25942	Activation	10823830
SPIB	Q01892	IRF7	Q92985	Repression	22698399
SPIC	Q8N5J4	IL4	P05112	Activation	16647686
SRCAP	Q6ZRS2	KLK3	P07288	Activation	20432434
SRCAP	Q6ZRS2	PCK2	Q16822	Unknown	11522779
SREBF1	P36956	ACACB	O00763	Unknown	12764144
SREBF1	P36956	ACLY	P53396	Activation	10777536
SREBF1	P36956	APOA5	Q6Q788	Repression	15317819
SREBF1	P36956	APOA5	Q6Q788	Unknown	16448983
SREBF1	P36956	AR	P10275	Unknown	20071336
SREBF1	P36956	BCL2L1	Q07817	Repression	16091421
SREBF1	P36956	CAV1	Q03135	Repression	19808659
SREBF1	P36956	CETP	P11597	Unknown	10393213
SREBF1	P36956	CIC	Q96RK0	Unknown	17350599
SREBF1	P36956	FABP6	P51161	Unknown	11684682
SREBF1	P36956	FAS	P25445	Activation	18420801
SREBF1	P36956	FAS	P25445	Unknown	12531699;20173757;9300785
SREBF1	P36956	FASN	P49327	Unknown	10520861;11790787;17449569
SREBF1	P36956	FDFT1	P37268	Unknown	11008488;11111077
SREBF1	P36956	FDPS	P14324	Unknown	8798690
SREBF1	P36956	HK2	P52789	Unknown	14747281
SREBF1	P36956	HMOX1	P09601	Unknown	17452746
SREBF1	P36956	IRS2	Q9Y4H2	Repression	15881188;16091421
SREBF1	P36956	LDLR	P01130	Activation	22153697
SREBF1	P36956	LDLR	P01130	Unknown	12180145
SREBF1	P36956	LPIN1	Q14693	Unknown	19553673
SREBF1	P36956	LRP1	Q07954	Repression	20980003
SREBF1	P36956	NR0B2	Q15466	Activation	15123650
SREBF1	P36956	PCK1	P35558	Repression	14744869
SREBF1	P36956	PCSK9	Q8NBP7	Activation	17921436
SREBF1	P36956	PDX1	P52945	Repression	16091421
SREBF1	P36956	PPARG	P37231	Unknown	10409739
SREBF1	P36956	SCD	O00767	Unknown	11414710
SREBF1	P36956	SCD5	Q86SK9	Activation	22510410
SREBF1	P36956	THRSP	Q92748	Unknown	22672904
